dir,protein_1,protein_2,RMSD after refinement,Number of aligned atoms after refinement,Number of refinement cycles,RMSD before refinement,Number of aligned atoms before refinement,Raw alignment score,Number of residues aligned
3FTx,Hh03G023188,Hh03G023189,0.064010344,428,5,1.159751058,615,450,81
3FTx,Hh03G023188,HhUnG023192,0.064009801,428,5,1.159749985,615,450,81
3FTx,Hh03G023189,Hh03G023190,0.064009748,428,5,1.15975523,615,450,81
3FTx,Hh03G023189,HhUnG022166,9.305149078,245,4,11.65545368,266,199,34
3FTx,Hh03G023189,HhUnG023191,0.064009629,428,5,1.15975225,615,450,81
3FTx,Hh03G023190,HhUnG022166,9.315694809,245,4,11.7507658,266,199,34
3FTx,Hh03G023190,HhUnG023192,0.064009257,428,5,1.159754038,615,450,81
3FTx,HhUnG022166,HhUnG023192,9.305149078,245,4,11.65545559,266,199,34
3FTx,HhUnG023191,HhUnG023192,0.064009383,428,5,1.159751058,615,450,81
CRISP,Hh01G000001,Hh01G002297,0.297889173,887,5,16.65111732,1166,752,150
CRISP,Hh01G000001,Hh02G004717,0.666126788,48,5,2.098570824,68,28,11
CRISP,Hh01G000001,Hh03G008934,0.604696929,489,5,3.509505033,662,144.5,100
CRISP,Hh01G000001,Hh03G008935,0.833740532,431,5,10.22125816,677,139.5,98
CRISP,Hh01G000001,Hh03G010271,0.86874944,551,5,12.53364468,835,167,126
CRISP,Hh01G000001,Hh03G010642,1.308938503,535,5,16.89271545,809,147,123
CRISP,Hh01G000001,Hh04G012535,0.55714345,502,5,3.526119471,690,150,104
CRISP,Hh01G000001,Hh05G015075,1.740739465,480,5,5.013230801,643,129.5,96
CRISP,Hh01G000001,Hh10G019333,0.531510472,505,5,4.572871208,703,155.5,106
CRISP,Hh01G000001,HhUnG022429,1.318339586,534,5,15.404109,809,147,123
CRISP,Hh01G000001,HhUnG022502,0.542517781,564,5,10.15999126,802,503.5,103
CRISP,Hh01G000001,HhUnG022504,0.423524708,47,5,2.028066158,68,28,11
CRISP,Hh01G000001,HhUnG022505,0.531036615,555,5,10.4060154,789,490.5,103
CRISP,Hh01G002297,Hh02G004717,14.23645115,407,5,16.98227882,440,32,68
CRISP,Hh01G002297,Hh03G008934,0.647870839,459,5,3.520563602,623,131,94
CRISP,Hh01G002297,Hh03G008935,0.912993848,441,5,10.0948658,666,130.5,98
CRISP,Hh01G002297,Hh03G010271,1.395184517,606,5,11.65839958,821,153.5,124
CRISP,Hh01G002297,Hh03G010642,1.255896926,543,5,18.01566887,802,140.5,123
CRISP,Hh01G002297,Hh04G012535,0.695155263,539,5,4.579594135,807,154,121
CRISP,Hh01G002297,Hh05G015075,1.916638374,488,5,9.443421364,673,130,101
CRISP,Hh01G002297,Hh10G019333,0.560044467,466,5,3.518923044,674,139.5,102
CRISP,Hh01G002297,HhUnG022429,1.270167112,543,5,16.65006447,802,140.5,123
CRISP,Hh01G002297,HhUnG022502,0.742564976,593,5,14.88126469,872,479,117
CRISP,Hh01G002297,HhUnG022505,0.761989057,602,5,14.84395695,882,498,117
CRISP,Hh02G004717,Hh03G008934,6.325478077,215,5,7.448642731,229,73.5,38
CRISP,Hh02G004717,Hh03G010271,5.584490299,263,5,8.299115181,314,75.5,51
CRISP,Hh02G004717,Hh05G015075,3.698897839,144,4,4.144321442,152,34,27
CRISP,Hh02G004717,Hh10G019333,11.24184704,414,5,13.07297707,451,87.5,75
CRISP,Hh02G004717,HhUnG022502,0.831167758,407,5,4.446555138,593,278,92
CRISP,Hh02G004717,HhUnG022504,3.959829807,818,5,12.26666451,1189,841,152
CRISP,Hh02G004717,HhUnG022505,0.768993735,406,5,4.483447075,597,276,92
CRISP,Hh03G008934,Hh03G008935,0.62595439,1227,5,12.81554127,1652,804.5,233
CRISP,Hh03G008934,Hh03G010271,0.692902803,866,5,9.854948997,1320,329,201
CRISP,Hh03G008934,Hh03G010642,0.698771894,1005,5,10.66947365,1321,554,187
CRISP,Hh03G008934,Hh04G012535,1.315353036,949,5,16.47487068,1378,366.5,206
CRISP,Hh03G008934,Hh05G015075,0.731257498,514,5,4.458281517,806,110,123
CRISP,Hh03G008934,HhUnG022429,0.671844721,1201,5,11.13792038,1535,699,219
CRISP,Hh03G008935,Hh03G010271,0.691668689,868,5,16.44903183,1254,285.5,189
CRISP,Hh03G008935,Hh03G010642,0.525705755,981,5,7.437530041,1427,644,201
CRISP,Hh03G008935,Hh04G012535,0.603013873,786,5,6.201561451,1116,334,168
CRISP,Hh03G008935,Hh05G015075,1.151508689,547,5,7.050892353,845,123,130
CRISP,Hh03G008935,Hh10G019333,0.42220825,1143,5,21.35795212,1570,729.5,223
CRISP,Hh03G008935,HhUnG022429,0.437956035,1220,5,8.995159149,1723,836,244
CRISP,Hh03G008935,HhUnG022502,0.808870554,553,5,8.935120583,801,196.5,122
CRISP,Hh03G008935,HhUnG022504,14.12398911,572,5,16.51644516,619,84,102
CRISP,Hh03G008935,HhUnG022505,0.771590769,545,5,8.952594757,796,192.5,122
CRISP,Hh03G010271,Hh03G010642,0.54801172,621,5,3.49839592,881,229.5,132
CRISP,Hh03G010271,Hh04G012535,0.735197902,953,5,14.03744793,1445,370,223
CRISP,Hh03G010271,Hh05G015075,2.698001623,684,5,7.036142349,960,128,146
CRISP,Hh03G010271,Hh10G019333,0.486079901,811,5,6.763291359,1183,321.5,181
CRISP,Hh03G010271,HhUnG022429,0.54021138,766,5,3.213910341,1074,295,164
CRISP,Hh03G010271,HhUnG022502,0.763509989,642,5,5.15709877,918,217.5,142
CRISP,Hh03G010271,HhUnG022505,0.776669145,634,5,5.100679398,906,199.5,142
CRISP,Hh03G010642,Hh04G012535,1.134944558,708,5,20.06834984,1008,237.5,147
CRISP,Hh03G010642,Hh05G015075,1.002149582,487,5,5.870353222,770,103.5,120
CRISP,Hh03G010642,Hh10G019333,0.968757093,1041,5,20.47214699,1305,556,181
CRISP,Hh03G010642,HhUnG022429,0.210780457,1140,5,4.414435387,1682,1143,205
CRISP,Hh03G010642,HhUnG022502,0.641162753,445,5,4.869133472,656,145,100
CRISP,Hh03G010642,HhUnG022505,0.599208593,437,5,4.874018669,657,147,100
CRISP,Hh04G012535,Hh05G015075,2.041545868,646,5,5.831035137,913,111.5,144
CRISP,Hh04G012535,HhUnG022429,0.79941994,842,5,18.35412598,1200,331,178
CRISP,Hh04G012535,HhUnG022504,20.57371521,852,5,21.44530869,874,115,136
CRISP,Hh04G012535,HhUnG022505,0.59675014,540,5,3.5941329,788,204.5,125
CRISP,Hh05G015075,Hh10G019333,1.685622811,623,5,5.25187254,878,149,134
CRISP,Hh05G015075,HhUnG022429,0.926412284,563,5,5.823280811,889,117,139
CRISP,Hh05G015075,HhUnG022502,0.541713178,460,5,3.671598673,684,164,107
CRISP,Hh05G015075,HhUnG022504,3.045618296,111,5,7.868052959,152,35,27
CRISP,Hh05G015075,HhUnG022505,0.58209312,458,5,3.683601856,681,167,107
CRISP,Hh10G019333,HhUnG022429,0.586346805,1176,5,19.41293526,1520,708,213
CRISP,Hh10G019333,HhUnG022502,0.651675344,568,5,5.168688297,829,200.5,130
CRISP,Hh10G019333,HhUnG022505,1.460756421,672,5,10.29646301,1015,203.5,161
CRISP,HhUnG022429,HhUnG022502,0.802285492,589,5,4.496819973,830,194,130
CRISP,HhUnG022429,HhUnG022504,5.821647644,287,5,15.32696533,404,80,67
CRISP,HhUnG022429,HhUnG022505,0.747745097,579,5,4.494926453,831,197,130
CRISP,HhUnG022502,HhUnG022504,1.441852331,447,5,4.870354652,593,279,92
CRISP,HhUnG022502,HhUnG022505,0.179204866,1155,5,0.979087472,1496,1035,200
LIP,Hh01G001449,Hh02G007394,13.76964569,322,5,14.51514721,333,41.5,49
LIP,Hh01G001449,Hh02G007641,23.04398155,1704,4,23.32809258,1716,71.5,274
LIP,Hh01G001449,Hh02G008398,39.93422318,1136,1,39.93422318,1136,50.5,187
LIP,Hh01G001449,Hh03G009331,20.74347305,925,3,20.96104622,931,44.5,145
LIP,Hh01G001449,Hh04G011659,27.30838585,2539,5,27.77429008,2565,63.5,401
LIP,Hh01G001449,Hh04G011817,19.15847397,1089,4,19.41562653,1098,53.5,172
LIP,Hh01G001449,Hh04G011828,21.91877747,1345,2,21.94405937,1346,60,216
LIP,Hh01G001449,Hh14G021077,1.859190226,2828,5,7.156618118,3979,1013.5,606
LIP,Hh01G002258,Hh02G008398,18.50909233,1022,5,19.04345512,1039,49.5,165
LIP,Hh01G002258,Hh10G019063,20.30929756,1269,4,20.68328285,1283,62,197
LIP,Hh02G007394,Hh02G007641,1.005224705,1374,5,9.928882599,2105,442.5,328
LIP,Hh02G007394,Hh02G008398,1.066653252,1031,5,12.27661705,1640,346.5,257
LIP,Hh02G007394,Hh03G009331,15.99705315,294,1,15.99705315,294,43.5,47
LIP,Hh02G007394,Hh04G011659,1.371257305,1382,5,17.55820084,2045,353.5,315
LIP,Hh02G007394,Hh04G011825,23.84326172,1465,5,24.09758377,1475,54.5,235
LIP,Hh02G007394,Hh04G011826,17.11161804,655,4,17.44714737,663,36,104
LIP,Hh02G007394,Hh04G011828,26.12236023,1720,5,29.81019211,1825,55,286
LIP,Hh02G007394,Hh06G016116,1.003004432,1600,5,3.846818686,2177,635.5,330
LIP,Hh02G007394,Hh12G020432,0.905935287,1437,5,12.41069412,2265,476,352
LIP,Hh02G007641,Hh04G011659,1.991775632,1339,5,9.211696625,1892,353.5,287
LIP,Hh02G007641,Hh04G011828,15.39346504,1221,5,20.4110775,1397,59.5,218
LIP,Hh02G007641,Hh12G020432,0.869725168,2052,5,2.782944679,2670,919.5,388
LIP,Hh02G008398,Hh03G009331,12.00414562,581,5,13.35947323,611,44.5,98
LIP,Hh02G008398,Hh04G011659,7.66924715,1282,5,15.07654572,1712,300.5,264
LIP,Hh02G008398,Hh04G011817,16.81227303,695,1,16.81227303,695,46.5,107
LIP,Hh02G008398,Hh04G011826,9.753685951,435,5,12.88834858,489,36,74
LIP,Hh02G008398,Hh06G016116,4.841931343,1488,5,11.97132301,1954,310,305
LIP,Hh03G009331,Hh04G011826,5.027225971,681,5,14.09882927,883,56.5,140
LIP,Hh03G009331,Hh04G011827,11.07761288,1035,5,16.56866646,1255,69,194
LIP,Hh03G009331,Hh10G019063,11.97268963,194,5,17.33525658,230,43,37
LIP,Hh03G009331,Hh10G019167,18.0317955,612,1,18.0317955,612,40,95
LIP,Hh04G011659,Hh04G011817,28.61945343,1982,4,29.13736153,2004,60,313
LIP,Hh04G011659,Hh06G016116,0.948631763,1218,5,11.19162369,1795,406.5,276
LIP,Hh04G011659,Hh12G020432,5.651804924,1617,5,18.81542587,2358,385.5,368
LIP,Hh04G011817,Hh04G011826,0.570474327,1822,5,2.754321098,2558,878.5,368
LIP,Hh04G011817,Hh04G011827,0.47947523,1833,5,3.574650049,2478,866.5,356
LIP,Hh04G011817,Hh06G016116,14.10261822,988,4,14.90748215,1017,71.5,157
LIP,Hh04G011817,Hh10G019063,21.03009796,1823,5,22.13285828,1878,69,287
LIP,Hh04G011817,Hh10G019167,20.08341789,1294,2,20.10988617,1295,62,198
LIP,Hh04G011825,Hh04G011826,0.652503312,1752,5,14.43409348,2635,1099.5,360
LIP,Hh04G011825,Hh04G011827,0.601350427,1867,5,3.812469482,2389,944,336
LIP,Hh04G011825,Hh10G019063,23.94563484,1848,4,26.44327164,1939,75.5,298
LIP,Hh04G011825,Hh10G019167,19.44030762,1525,3,20.95659447,1581,47,243
LIP,Hh04G011825,Hh14G021077,24.13006783,2332,5,27.5246582,2510,64.5,400
LIP,Hh04G011826,Hh04G011827,0.499414831,2024,5,2.114666224,2791,1131,389
LIP,Hh04G011826,Hh04G011828,0.781414688,1733,5,2.794770002,2356,705,343
LIP,Hh04G011826,Hh10G019063,21.01584625,1608,5,21.51375198,1631,52.5,241
LIP,Hh04G011826,Hh14G021077,21.50066948,783,3,21.58550072,785,65.5,122
LIP,Hh04G011827,Hh04G011828,0.700637341,1704,5,2.931529522,2359,789.5,340
LIP,Hh04G011827,Hh10G019063,15.86767387,1455,5,18.64576149,1586,60.5,240
LIP,Hh04G011827,Hh10G019167,21.75536919,1354,5,22.57201004,1382,66,212
LIP,Hh06G016116,Hh12G020432,1.484081149,1537,5,5.679136276,2252,408,342
LIP,Hh10G019063,Hh10G019167,0.604955792,2233,5,7.859364033,2832,1095,401
LIP,Hh10G019063,Hh12G020432,19.3677845,801,1,19.3677845,801,51.5,126
LIP,Hh10G019167,Hh14G021077,24.86575127,1721,5,25.16740799,1734,68,270
PLA2,Hh01G001590,Hh03G008694,1.292289257,505,5,2.638942957,635,193,103
PLA2,Hh01G001590,Hh06G015957,6.595829487,533,5,9.639549255,641,143,98
PLA2,Hh01G001590,Hh07G017101,1.764571428,203,5,5.021970272,268,69,43
PLA2,Hh01G001590,Hh11G019715,0.917275667,260,5,5.435089111,405,110,65
PLA2,Hh01G001590,Hh11G019716,13.19122505,441,4,13.66388321,450,74,72
PLA2,Hh01G001590,Hh11G019743,5.10825491,276,5,7.764483929,336,59.5,52
PLA2,Hh01G001590,Hh14G020926,0.645114899,516,5,2.647053957,737,203.5,118
PLA2,Hh01G001590,Hh16G021921,0.535323679,460,5,1.757526636,618,201,97
PLA2,Hh01G004111,Hh07G017101,25.99956322,881,5,33.22171783,973,75,157
PLA2,Hh01G004111,Hh11G019715,7.933404446,124,1,7.933404446,124,27.5,22
PLA2,Hh01G004111,Hh16G021921,16.21793938,682,4,17.16596222,698,95.5,108
PLA2,Hh03G008694,Hh04G011863,14.15196037,652,5,15.99823761,698,64.5,113
PLA2,Hh03G008694,Hh06G015957,2.152410269,512,5,9.03168869,786,148.5,125
PLA2,Hh03G008694,Hh11G019715,1.091797233,384,5,4.963823795,546,151.5,85
PLA2,Hh03G008694,Hh14G020926,0.722434103,511,5,4.78701973,711,230.5,113
PLA2,Hh03G008694,Hh16G021921,9.560725212,1102,5,26.31146622,1462,227.5,232
PLA2,Hh04G011863,Hh07G017101,1.017681122,835,5,23.91606903,1206,448,184
PLA2,Hh04G011863,Hh11G019716,6.034736633,185,5,7.976464748,213,38,34
PLA2,Hh04G011863,Hh11G019743,12.3666687,540,2,12.4459219,542,65,87
PLA2,Hh04G011863,Hh14G020926,17.2502079,529,1,17.2502079,529,58,85
PLA2,Hh04G011863,Hh16G021921,14.94425678,402,1,14.94425678,402,61.5,66
PLA2,Hh06G015957,Hh11G019715,14.02896881,325,1,14.02896881,325,68.5,50
PLA2,Hh06G015957,Hh11G019716,1.06762445,164,5,9.316008568,251,76,38
PLA2,Hh06G015957,Hh14G020926,1.129544854,532,5,7.872076988,852,263,132
PLA2,Hh06G015957,Hh16G021921,1.28069675,374,5,6.134545803,536,172,80
PLA2,Hh07G017101,Hh11G019716,10.19108105,256,2,10.25755692,257,43.5,38
PLA2,Hh07G017101,Hh11G019743,25.9268322,782,5,35.41530991,908,62,148
PLA2,Hh11G019715,Hh11G019716,12.0330534,621,5,14.86326981,688,366,99
PLA2,Hh11G019715,Hh14G020926,1.305762172,387,5,9.599153519,552,171,84
PLA2,Hh14G020926,Hh16G021921,0.509368479,479,5,2.070631027,677,231.5,104
PLI,Hh01G000167,Hh04G012236,13.35113621,434,5,16.66350937,481,43.5,80
PLI,Hh01G000167,Hh09G018735,23.9753685,1543,5,24.79685211,1576,64,253
PLI,Hh01G000167,Hh09G018736,19.80163383,502,2,19.86701202,503,48,80
PLI,Hh01G000167,Hh09G018747,15.872015,278,2,16.07867432,280,53,46
PLI,Hh01G000167,Hh09G018751,7.163479805,147,1,7.163479805,147,34,23
PLI,Hh01G000167,Hh09G018757,13.96588993,452,3,14.06578159,454,31.5,77
PLI,Hh04G011985,Hh04G011988,0.745664656,984,5,6.650880814,1266,809,168
PLI,Hh04G011985,Hh09G018735,6.622219563,112,1,6.622219563,112,29,18
PLI,Hh04G011985,Hh09G018747,25.92594528,453,1,25.92594528,453,33.5,74
PLI,Hh04G011985,Hh09G018753,14.41455173,210,3,15.04404449,215,36,35
PLI,Hh04G011985,Hh09G018756,4.365652084,119,4,6.046759129,135,29,23
PLI,Hh04G011985,Hh09G018757,3.59496665,124,5,4.399999619,137,28,21
PLI,Hh04G011988,Hh04G012236,5.558220863,115,5,10.00548458,146,28,26
PLI,Hh04G011988,Hh09G018751,25.10006523,365,1,25.10006523,365,30.5,64
PLI,Hh04G011988,Hh09G018752,5.639879227,94,3,6.118470192,98,23.5,16
PLI,Hh04G011988,Hh09G018753,14.4579916,210,4,15.06903362,215,36,35
PLI,Hh04G011988,Hh09G018755,9.988041878,236,4,10.35098839,241,37,40
PLI,Hh04G011988,Hh09G018756,11.30434227,162,2,11.41953754,163,23,28
PLI,Hh04G011988,Hh09G018757,2.008633614,101,5,4.477216244,137,28,21
PLI,Hh04G012236,Hh09G018735,3.73005867,807,5,9.153488159,1057,180.5,179
PLI,Hh04G012236,Hh09G018736,2.582947254,808,5,7.842359066,1167,140,198
PLI,Hh04G012236,Hh09G018747,3.668520212,835,5,8.170000076,1077,191.5,192
PLI,Hh04G012236,Hh09G018748,2.819102764,934,5,18.09079933,1152,216,194
PLI,Hh04G012236,Hh09G018751,3.424200773,939,5,8.756837845,1165,214.5,199
PLI,Hh04G012236,Hh09G018755,2.175449371,876,5,7.936776161,1179,259,199
PLI,Hh04G012236,Hh09G018756,1.428539038,284,5,4.791378021,384,91,65
PLI,Hh04G012236,Hh09G018757,1.001255274,282,5,4.455801487,386,85,65
PLI,Hh09G018735,Hh09G018736,16.63140678,827,5,21.69719124,937,125.5,154
PLI,Hh09G018735,Hh09G018747,16.50040436,955,4,20.24018669,1028,161.5,173
PLI,Hh09G018735,Hh09G018751,14.68166065,901,5,17.55379677,990,116,164
PLI,Hh09G018735,Hh09G018753,21.92339706,1372,5,24.20092583,1439,198,237
PLI,Hh09G018735,Hh09G018755,14.91103554,971,5,20.24939156,1115,142.5,188
PLI,Hh09G018735,Hh09G018757,5.553487301,420,5,11.54375076,567,94,93
PLI,Hh09G018736,Hh09G018747,5.225713253,987,5,6.066840172,1050,193,176
PLI,Hh09G018736,Hh09G018757,12.39668941,586,5,13.8493948,620,64.5,105
PLI,Hh09G018747,Hh09G018755,2.871937513,616,5,10.52999973,855,180,144
PLI,Hh09G018747,Hh09G018756,3.386769533,436,5,7.623554707,592,67.5,101
PLI,Hh09G018747,Hh09G018757,14.07884789,280,1,14.07884789,280,51.5,46
PLI,Hh09G018748,Hh09G018752,14.68651104,401,5,21.52947426,479,66,78
PLI,Hh09G018748,Hh09G018753,23.7800808,1257,5,26.11647606,1331,129,220
PLI,Hh09G018748,Hh09G018755,2.507423878,720,5,4.576740265,879,152,145
PLI,Hh09G018748,Hh09G018756,13.32755566,614,5,16.09397697,676,124.5,108
PLI,Hh09G018748,Hh09G018757,16.02153015,638,5,17.31944084,663,128.5,104
PLI,Hh09G018751,Hh09G018752,2.88661623,228,5,5.0375247,262,93.5,43
PLI,Hh09G018751,Hh09G018755,3.752281904,774,5,14.46319866,986,224,160
PLI,Hh09G018751,Hh09G018756,0.642624378,249,5,1.148280501,303,67,54
PLI,Hh09G018751,Hh09G018757,17.97842979,590,3,20.54460335,623,61,102
PLI,Hh09G018752,Hh09G018753,6.314807415,335,5,9.553401947,396,78,65
PLI,Hh09G018752,Hh09G018757,23.61284828,443,1,23.61284828,443,47,69
PLI,Hh09G018753,Hh09G018755,19.73003006,919,3,20.01049805,927,186,156
PLI,Hh09G018753,Hh09G018757,17.06939316,447,1,17.06939316,447,69.5,74
PLI,Hh09G018755,Hh09G018757,4.323859215,445,5,8.144226074,552,98.5,92
PLI,Hh09G018756,Hh09G018757,1.682280898,633,5,5.486207962,873,363,131
3FTx,Hh02G004177,Hh02G005288,9.880331993,459,1,9.880331993,459,324,62
3FTx,Hh02G004177,Hh03G008612,6.128630638,112,5,7.049374104,121,23,20
3FTx,Hh02G004177,Hh03G008631,7.979067326,199,5,13.41245651,243,103,34
3FTx,Hh02G004177,Hh03G023188,3.410806656,160,4,3.709812403,167,70.5,28
3FTx,Hh02G004177,Hh03G023189,3.412610531,159,3,3.715127707,166,65.5,28
3FTx,Hh02G004177,Hh03G023190,3.41080451,160,4,3.709809303,167,70.5,28
3FTx,Hh02G004177,HhUnG023191,3.410813332,160,4,3.709818602,167,70.5,28
3FTx,Hh02G004177,HhUnG023192,3.412608147,159,3,3.71512413,166,65.5,28
3FTx,Hh02G005288,Hh03G008612,6.788819313,119,3,6.983105183,121,24,20
3FTx,Hh02G005288,Hh03G023188,3.982263803,138,5,4.869006634,153,55.5,26
3FTx,Hh02G005288,Hh03G023190,3.982261419,138,5,4.868999481,153,55.5,26
3FTx,Hh02G005288,HhUnG023191,3.98226881,138,5,4.869008064,153,55.5,26
3FTx,Hh03G008612,Hh03G008631,7.331486702,243,5,12.93877888,288,68.5,43
3FTx,Hh03G008612,Hh03G023188,2.749575853,326,5,4.560572624,396,143.5,57
3FTx,Hh03G008612,Hh03G023189,3.371765852,340,5,4.955316067,396,143.5,57
3FTx,Hh03G008612,Hh03G023190,2.749572754,326,5,4.560572624,396,143.5,57
3FTx,Hh03G008612,HhUnG022166,9.114019394,190,5,11.80781651,211,62.5,30
3FTx,Hh03G008612,HhUnG023191,2.749577999,326,5,4.560575008,396,143.5,57
3FTx,Hh03G008612,HhUnG023192,3.371765614,340,5,4.955316067,396,143.5,57
3FTx,Hh03G008631,Hh03G023188,5.468463421,270,5,13.12505245,343,211,47
3FTx,Hh03G008631,Hh03G023189,5.776195526,276,5,13.11622047,343,211,47
3FTx,Hh03G008631,Hh03G023190,5.468459129,270,5,13.12504864,343,211,47
3FTx,Hh03G008631,HhUnG023191,5.468453407,270,5,13.12505436,343,211,47
3FTx,Hh03G008631,HhUnG023192,5.776196957,276,5,13.11621761,343,211,47
3FTx,Hh03G023188,Hh03G023189,0.064009719,428,5,1.159751773,615,450,81
3FTx,Hh03G023188,HhUnG022166,9.315695763,245,4,11.75076962,266,199,34
3FTx,Hh03G023188,HhUnG023192,0.064010106,428,5,1.159749866,615,450,81
3FTx,Hh03G023189,Hh03G023190,0.064009517,428,5,1.159755826,615,450,81
3FTx,Hh03G023189,HhUnG022166,9.305149078,245,4,11.65545273,266,199,34
3FTx,Hh03G023189,HhUnG023191,0.064009473,428,5,1.159751892,615,450,81
3FTx,Hh03G023190,HhUnG022166,9.315693855,245,4,11.75076485,266,199,34
3FTx,Hh03G023190,HhUnG023192,0.064009652,428,5,1.159753919,615,450,81
3FTx,HhUnG022166,HhUnG023191,9.315695763,245,4,11.75077343,266,199,34
3FTx,HhUnG022166,HhUnG023192,9.305149078,245,4,11.65545464,266,199,34
3FTx,HhUnG023191,HhUnG023192,0.064009652,428,5,1.159749985,615,450,81
CRISP,Hh01G000001,Hh01G002297,0.297887921,887,5,16.65111542,1166,752,150
CRISP,Hh01G000001,Hh02G004717,0.666125834,48,5,2.098572254,68,28,11
CRISP,Hh01G000001,Hh03G008934,0.60469687,489,5,3.509505272,662,144.5,100
CRISP,Hh01G000001,Hh03G008935,0.833739817,431,5,10.22125626,677,139.5,98
CRISP,Hh01G000001,Hh03G010271,0.86874938,551,5,12.53364086,835,167,126
CRISP,Hh01G000001,Hh03G010642,1.308938861,535,5,16.89271545,809,147,123
CRISP,Hh01G000001,Hh04G012535,0.557143986,502,5,3.526119471,690,150,104
CRISP,Hh01G000001,Hh05G015075,1.740738988,480,5,5.013230801,643,129.5,96
CRISP,Hh01G000001,Hh10G019333,0.531510115,505,5,4.572870731,703,155.5,106
CRISP,Hh01G000001,HhUnG022429,1.318339586,534,5,15.40410709,809,147,123
CRISP,Hh01G000001,HhUnG022502,0.542517304,564,5,10.15999031,802,503.5,103
CRISP,Hh01G000001,HhUnG022504,0.423523605,47,5,2.028066874,68,28,11
CRISP,Hh01G000001,HhUnG022505,0.531036556,555,5,10.40601349,789,490.5,103
CRISP,Hh01G002297,Hh02G004717,14.23645306,407,5,16.98228073,440,32,68
CRISP,Hh01G002297,Hh03G008934,0.647870541,459,5,3.520563126,623,131,94
CRISP,Hh01G002297,Hh03G008935,0.912992299,441,5,10.09486485,666,130.5,98
CRISP,Hh01G002297,Hh03G010271,1.395184398,606,5,11.65839958,821,153.5,124
CRISP,Hh01G002297,Hh03G010642,1.25589633,543,5,18.01566887,802,140.5,123
CRISP,Hh01G002297,Hh04G012535,0.695154965,539,5,4.579594135,807,154,121
CRISP,Hh01G002297,Hh05G015075,1.916637063,488,5,9.44342041,673,130,101
CRISP,Hh01G002297,Hh10G019333,0.560044289,466,5,3.518922329,674,139.5,102
CRISP,Hh01G002297,HhUnG022429,1.270166039,543,5,16.65006256,802,140.5,123
CRISP,Hh01G002297,HhUnG022502,0.742564559,593,5,14.88126278,872,479,117
CRISP,Hh01G002297,HhUnG022505,0.761989355,602,5,14.84395504,882,498,117
CRISP,Hh02G004717,Hh03G008934,6.325477123,215,5,7.448642731,229,73.5,38
CRISP,Hh02G004717,Hh03G010271,5.584489346,263,5,8.299113274,314,75.5,51
CRISP,Hh02G004717,Hh05G015075,3.6988976,144,4,4.144321442,152,34,27
CRISP,Hh02G004717,HhUnG022502,0.831167936,407,5,4.446553707,593,278,92
CRISP,Hh02G004717,HhUnG022505,0.768993676,406,5,4.483445168,597,276,92
CRISP,Hh03G008934,Hh03G008935,0.625954986,1227,5,12.81554413,1652,804.5,233
CRISP,Hh03G008934,Hh03G010271,0.692903101,866,5,9.854948997,1320,329,201
CRISP,Hh03G008934,Hh03G010642,0.698771656,1005,5,10.6694746,1321,554,187
CRISP,Hh03G008934,Hh04G012535,1.315353036,949,5,16.4748745,1378,366.5,206
CRISP,Hh03G008934,Hh05G015075,0.731257498,514,5,4.458281994,806,110,123
CRISP,Hh03G008934,Hh10G019333,23.28845978,3071,4,28.16115952,3224,1448,457
CRISP,Hh03G008934,HhUnG022429,0.671845317,1201,5,11.13792324,1535,699,219
CRISP,Hh03G008934,HhUnG022502,2.213231325,757,5,18.48606873,1156,198,179
CRISP,Hh03G008934,HhUnG022505,0.786497772,585,5,7.382766247,933,188.5,147
CRISP,Hh03G008935,Hh03G010271,0.691668808,868,5,16.44902992,1254,285.5,189
CRISP,Hh03G008935,Hh03G010642,0.525706232,981,5,7.437530518,1427,644,201
CRISP,Hh03G008935,Hh04G012535,0.603012919,786,5,6.201561451,1116,334,168
CRISP,Hh03G008935,Hh05G015075,1.151508331,547,5,7.050891399,845,123,130
CRISP,Hh03G008935,Hh10G019333,0.422208637,1143,5,21.3579483,1570,729.5,223
CRISP,Hh03G008935,HhUnG022429,0.437956214,1220,5,8.995158195,1723,836,244
CRISP,Hh03G008935,HhUnG022502,0.808870614,553,5,8.935120583,801,196.5,122
CRISP,Hh03G008935,HhUnG022505,0.771589756,545,5,8.95259285,796,192.5,122
CRISP,Hh03G010271,Hh03G010642,0.548011541,621,5,3.498395205,881,229.5,132
CRISP,Hh03G010271,Hh04G012535,0.735198081,953,5,14.03745079,1445,370,223
CRISP,Hh03G010271,Hh10G019333,0.486079186,811,5,6.763292313,1183,321.5,181
CRISP,Hh03G010271,HhUnG022429,0.54021138,766,5,3.213909149,1074,295,164
CRISP,Hh03G010271,HhUnG022502,0.76351124,642,5,5.15709877,918,217.5,142
CRISP,Hh03G010271,HhUnG022505,0.776669681,634,5,5.100679398,906,199.5,142
CRISP,Hh03G010642,Hh04G012535,1.134944201,708,5,20.06835175,1008,237.5,147
CRISP,Hh03G010642,Hh05G015075,1.002149343,487,5,5.870352745,770,103.5,120
CRISP,Hh03G010642,Hh10G019333,0.968757212,1041,5,20.47214508,1305,556,181
CRISP,Hh03G010642,HhUnG022429,0.210780829,1140,5,4.41443634,1682,1143,205
CRISP,Hh03G010642,HhUnG022502,0.641162694,445,5,4.869132996,656,145,100
